FID,BPID,STREET_NAM,FROM_STREE,TO_STREET,BLOCK,WARD,WIDTH,Rating2023,RatingCate,FC,CreationDa,Miles,Shape__Length
2784,SYR3715,Westmoreland Ave,Montana,Dakota,1000,17,28,5,Poor,19,8/2/2023 12:00:00 AM,0.14849029963,327.693695425583
2785,SYR3716,Westmoreland Ave,Dakota,Meadowbrook,1100,17,28,5,Poor,19,8/2/2023 12:00:00 AM,0.06282922874,138.650039780257
2786,SYR3717,Westmoreland Ave,Meadowbrook,Broad,1100,17,26,5,Poor,19,8/2/2023 12:00:00 AM,0.0677193939096,149.439322184591
2787,SYR3718,Westmoreland Ave,Broad,Spaid,1200,19,26,6,Fair,19,8/2/2023 12:00:00 AM,0.0987108647924,217.823499326044
2788,SYR3719,Westmoreland Ave,Spaid,Tecumseh,1300,19,26,6,Fair,19,8/2/2023 12:00:00 AM,0.148397971902,327.458304886452
2789,SYR372,Brighton Ave. W,South,Clyde,1000,13,34,7,Good,19,7/26/2023 12:00:00 AM,0.0628379165844,138.270590585258
2790,SYR3720,Westmoreland Ave,Tecumseh,Sherman,1400,19,26,6,Fair,19,8/2/2023 12:00:00 AM,0.0903898578848,199.450657673006
2791,SYR3721,Westmoreland Ave,Sherman,Lewiston,1500,19,26,6,Fair,19,8/2/2023 12:00:00 AM,0.110692243091,244.242779660606
2792,SYR3722,Westwood Rd,Juneway,Winkworth,100,11,24,10,Excellent,19,8/22/2023 12:00:00 AM,0.0995504542661,219.609532322415
2793,SYR3723,Westwood Rd,Winkworth,Alton,200,11,24,10,Excellent,19,8/22/2023 12:00:00 AM,0.124969541097,275.497040121397
2794,SYR3724,Weymouth Rd,S. Salina,Coldbrook,100,14,26,6,Fair,19,8/21/2023 12:00:00 AM,0.15686097488,344.71935236654
2795,SYR3725,Weymouth Rd,Coldbrook,Latter,200,14,26,6,Fair,19,8/21/2023 12:00:00 AM,0.0723979560246,159.109116084733
2796,SYR3726,Wheaton Rd,Dorchester,Gray,100,4,28,5,Poor,19,7/12/2023 12:00:00 AM,0.133427931794,294.394246717711
2797,SYR3727,Wheaton Rd,Gray,Fordham,200,4,28,7,Good,19,7/12/2023 12:00:00 AM,0.135240062118,298.627485917965
2798,SYR3728,Wheaton Rd,Fordham,Fiegel,300,4,28,6,Fair,19,7/12/2023 12:00:00 AM,0.0603129360877,133.182042892773
2799,SYR3729,Wheaton Rd,Fiegel,Grant Blvd,400,4,28,6,Fair,19,7/12/2023 12:00:00 AM,0.0534731559468,118.080139782943
2800,SYR373,Bristol Pl,Greenwood Pl.,Beech St.,100,17,25,8,Good,19,7/25/2023 12:00:00 AM,0.0721817556103,158.956215557317
2801,SYR3730,White St,South,Rich,100,10,30,4,Poor,19,8/18/2023 12:00:00 AM,0.14475214928,318.359315252031
2802,SYR3731,Whittier Ave,Wilbur,Lowell,100,8,27,4,Poor,19,7/12/2023 12:00:00 AM,0.113016317608,248.754920207075
2803,SYR3732,Whittier Ave,Lowell,Burnet Park Dr.,200300,8,27,5,Poor,19,7/12/2023 12:00:00 AM,0.251619526198,553.810449456159
2804,SYR3733,Whittier Ave,Burnet Park Dr.,Avery,400,8,27,5,Poor,19,7/12/2023 12:00:00 AM,0.239219154639,526.496622653161
2805,SYR3734,Whitwell Dr,Park,Farmer/Schiller Pk.,100,4,34,5,Poor,19,7/5/2023 12:00:00 AM,0.0753976556992,166.469711495952
2806,SYR3735,Wilbur Ave N,Ulster,Tompkins,100,7,21,5,Poor,19,7/12/2023 12:00:00 AM,0.198040067809,436.489347548064
2807,SYR3736,Wilbur Ave S,Tompkins,Tennyson,100,8,41,5,Poor,17,7/12/2023 12:00:00 AM,0.0514452595088,113.36797686239
2808,SYR3737,Wilbur Ave S,Tennyson,Bryant,200,8,41,9,Excellent,17,7/12/2023 12:00:00 AM,0.0591669549164,130.443820529232
2809,SYR3738,Wilbur Ave S,Bryant,Whittier,300,8,41,9,Excellent,17,7/12/2023 12:00:00 AM,0.0551338933584,121.547053628921
2810,SYR3739,Wilbur Ave S,Whittier,Coleridge,400,8,41,9,Excellent,17,7/12/2023 12:00:00 AM,0.0657507461768,144.956761149436
2811,SYR3740,Wilbur Ave S,Coleridge,Marcellus,500,8,41,9,Excellent,17,8/21/2023 12:00:00 AM,0.163177031657,359.718885070559
2812,SYR3741,Wilbur Ave S,Marcellus,Magnolia,600,8,41,7,Good,17,8/21/2023 12:00:00 AM,0.114009125252,251.350794268335
2813,SYR3745,Wilkinson St,Plum,Barker,100,2,30,7,Good,19,7/6/2023 12:00:00 AM,0.076568373129,168.414901166374
2814,SYR3746,Wilkinson St.,Barker,Matty,200,2,30,8,Good,19,7/6/2023 12:00:00 AM,0.118540303711,260.733658778272
2815,SYR3747,Wilkinson St.,Matty,Van Rennselaer,300,2,30,8,Good,19,7/6/2023 12:00:00 AM,0.0928559000041,204.239759909475
2816,SYR3748,Wilkinson St.,Van Rennselaer,N. Geddes,400,2,30,9,Excellent,19,7/6/2023 12:00:00 AM,0.227596108491,500.606864948059
2817,SYR3749,Wilkinson St.,N. Geddes,dead end,500,2,30,5,Poor,19,8/23/2023 12:00:00 AM,0.0855344128883,188.137295589049
2818,SYR375,Broad St,Windsor Pl.,Ackerman,100,19,36,6,Fair,19,8/2/2023 12:00:00 AM,0.0460275015109,101.256071808812
2819,SYR3751,Williams St,Emerson,Fayette,100,7,0,6,Fair,19,8/21/2023 12:00:00 AM,0.098498515466,216.80733328686
2820,SYR3752,Willis Ave,Tompkins,Ulster,100,8,25,7,Good,19,7/12/2023 12:00:00 AM,0.0943563028743,208.115427675812
2821,SYR3753,Willis Ave,Ulster,Schuyler,200,7,25,7,Good,19,7/12/2023 12:00:00 AM,0.0949056737191,209.326199044564
2822,SYR3754,Willis Ave,Schuyler,Hamilton,300,7,25,7,Good,19,7/12/2023 12:00:00 AM,0.0758627324273,167.330103707736
2823,SYR3755,Willis Ave,Hamilton,Cayuga,400,7,25,8,Good,19,7/12/2023 12:00:00 AM,0.0750327329133,165.503621551042
2824,SYR3756,Willis Ave,Cayuga,W. Genesee,500,7,25,8,Good,19,7/12/2023 12:00:00 AM,0.0759306562817,167.487225530437
2825,SYR3757,Willis Ave,W. Genesee,Erie St.,600,7,36,5,Poor,19,7/12/2023 12:00:00 AM,0.0762075773086,168.095319862773
2826,SYR3758,Willis Ave,Erie St.,Herkimer St.,700,7,36,8,Good,19,7/12/2023 12:00:00 AM,0.0647464621942,142.822775077197
2827,SYR3759,Willis Ave,Herkimer St.,Lewis,800,7,36,6,Fair,19,7/12/2023 12:00:00 AM,0.428045342806,944.184995944423
2828,SYR376,Broad St,Ackerman,Lancaster,200,19,36,5,Poor,19,8/2/2023 12:00:00 AM,0.0631849543667,138.933818884043
2829,SYR3761,Willis Ave,Essex,Chemung,1000,7,36,7,Good,19,7/12/2023 12:00:00 AM,0.113923767622,251.313417567685
2830,SYR3762,Willis Ave,Chemung,Milton,1100,7,36,7,Good,19,7/12/2023 12:00:00 AM,0.105354796906,232.415971078391
2831,SYR3764,Willis Ave,Erie Blvd. W.,Kane Rd.,1300,7,36,6,Fair,17,7/12/2023 12:00:00 AM,0.16453404742,362.974304078805
2832,SYR3765,Willis Ave,Kane Rd.,City Line,1400,7,36,6,Fair,17,7/12/2023 12:00:00 AM,0.160487338135,354.098536156286
2833,SYR3766,Williston Ave,dead end,Butternut,100,3,28,4,Poor,19,7/19/2023 12:00:00 AM,0.0558052864473,122.889288061351
2834,SYR3768,Willow St. E.,N. Salina,N. Warren,100,9,40,7,Good,16,7/19/2023 12:00:00 AM,0.0525895671379,115.675370089025
2835,SYR3769,Willow St. E.,N. Warren,Pearl,200,9,40,5,Poor,16,7/19/2023 12:00:00 AM,0.0755014331634,166.211790363587
2836,SYR377,Broad St,Lancaster,Buckingham,300,19,36,6,Fair,19,8/2/2023 12:00:00 AM,0.0710577103294,156.245235563495
2837,SYR3770,Willow St. E.,Pearl,N. state,300,9,40,5,Poor,14,7/19/2023 12:00:00 AM,0.0481537873721,106.039517965735
2838,SYR3771,Willow St. E.,N. state,Prospect,400,9,34,7,Good,19,7/5/2023 12:00:00 AM,0.0763580584877,168.144619351275
2839,SYR3772,Willow St. E.,Prospect,Townsend,500,9,34,7,Good,19,7/5/2023 12:00:00 AM,0.0689843972053,151.912012304847
2840,SYR3773,Willow St. E.,Townsend,McBride,600,9,34,9,Excellent,19,7/5/2023 12:00:00 AM,0.0871134752538,191.837838457233
2841,SYR3774,Willow St. E.,McBride,Catherine,700,9,34,9,Excellent,19,7/5/2023 12:00:00 AM,0.088032286887,193.85960563557
2842,SYR3775,Willow St. E.,Catherine,Lodi,800,9,34,8,Good,19,7/5/2023 12:00:00 AM,0.137991160295,303.880221030518
2843,SYR3776,Willow St. E.,Lodi,Highland,900,6,35,10,Excellent,19,7/5/2023 12:00:00 AM,0.130702969724,287.84023506088
2844,SYR3777,"Willow St., W.",N. Clinton,N. Franklin,200,9,40,6,Fair,19,8/22/2023 12:00:00 AM,0.0723309777942,159.098389111774
2845,SYR3778,"Willow St., W.",N. Franklin,W. Genesee,300,2,40,5,Poor,19,8/22/2023 12:00:00 AM,0.0582007710556,128.018444798668
2846,SYR3779,Willumae Dr,Court,Fordland,100,1,41,7,Good,19,7/20/2023 12:00:00 AM,0.0505195925298,111.27487360668
2847,SYR378,Broad St,Buckingham,Kensington,400,19,36,6,Fair,19,8/2/2023 12:00:00 AM,0.0706923090965,155.441787642907
2848,SYR3780,Willumae Dr,Fordland,Cadillac,100,1,41,8,Good,19,7/20/2023 12:00:00 AM,0.0578570136055,127.420923353058
2849,SYR3781,Willumae Dr,Cadillac,Turtle,200,1,41,8,Good,19,7/20/2023 12:00:00 AM,0.0700860538726,154.321078697089
2850,SYR3782,Willumae Dr,Turtle,LeMoyne,300,1,32,7,Good,19,7/20/2023 12:00:00 AM,0.17754430828,390.974448180561
2851,SYR3783,Wilmore Pl,Darlington Rd.,City Line,100,3,0,8,Good,19,7/18/2023 12:00:00 AM,0.0710518905495,156.568385804517
2852,SYR3784,Wilson Pl,Gifford Pkwy,Barrington,100,17,31,6,Fair,19,7/28/2023 12:00:00 AM,0.0530046539702,116.64265908559
2853,SYR3785,Wilson St.,James,Dorothy,100,6,27,7,Good,19,7/11/2023 12:00:00 AM,0.0703374190011,155.125265906706
2854,SYR3786,Wilson St.,Dorothy,Shuart,200,6,27,6,Fair,19,7/11/2023 12:00:00 AM,0.0453501033763,100.020467892622
2855,SYR3787,Wilson St.,Shuart,Boyden,300,6,27,6,Fair,19,7/11/2023 12:00:00 AM,0.0814868371228,179.791426707268
2856,SYR3788,Wiman Ave,Newell,Ostrander,100,13,27,6,Fair,19,8/2/2023 12:00:00 AM,0.21382135774,471.728640609502
2857,SYR3789,Windham Rd,Guilford,Locksley,100,17,25,7,Good,19,8/1/2023 12:00:00 AM,0.221299140223,487.779119022804
2858,SYR379,Broad St,Kensington,Westcott,500,19,36,5,Poor,19,8/2/2023 12:00:00 AM,0.0701863180505,154.329366757338
2859,SYR3790,Windmere Rd,Latter Dr.,dead end,100,14,24,7,Good,19,8/21/2023 12:00:00 AM,0.104177340162,228.973213872849
2860,SYR3791,Windsor Pl,Berkeley,Terrace,100,16,27,7,Good,19,8/2/2023 12:00:00 AM,0.117820884845,259.999639985672
2861,SYR3792,Winkworth Pkwy,Bellevue,Juneway,100,11,23,10,Excellent,19,8/22/2023 12:00:00 AM,0.162262404852,358.029674764764
2862,SYR3793,Winkworth Pkwy,Juneway,divided pvmt,200,11,24,10,Excellent,19,8/22/2023 12:00:00 AM,0.101502485858,223.88091047091
2863,SYR3794,Winkworth Pkwy,divided pvmt,Westwood,300,11,32,10,Excellent,19,8/22/2023 12:00:00 AM,0.114104303556,250.930664700602
2864,SYR3795,Winkworth Pkwy,Westwood,Sharon,400,11,30,10,Excellent,19,8/22/2023 12:00:00 AM,0.122122554182,268.637386418199
2865,SYR3796,Winkworth Pkwy,Sharon,Broadview,500,11,30,10,Excellent,19,8/22/2023 12:00:00 AM,0.160113029452,352.41832341642
2866,SYR3797,Winkworth Pkwy,Broadview,Richard,600,11,30,10,Excellent,19,8/22/2023 12:00:00 AM,0.0918478897616,202.011646375404
2867,SYR3799,Winthrop Rd.,Plymouth,Culver,100,5,21,9,Excellent,19,6/27/2023 12:00:00 AM,0.136299809585,299.875654111714
2868,SYR38,Alanson Rd.,Crossett/Robineau,Twin Hills,100,12,18,5,Poor,19,7/26/2023 12:00:00 AM,0.448759847838,989.991713782227
2869,SYR380,Broad St,Westcott,Roosevelt,600,19,36,6,Fair,17,8/2/2023 12:00:00 AM,0.0621373145399,136.63050983021
2870,SYR3800,Winthrop Rd.,Culver,Ridgewood,200,5,22,8,Good,19,6/27/2023 12:00:00 AM,0.145622248328,320.387494100396
2871,SYR3801,Winton St,Burnet,Hawley,300,6,27,7,Good,19,7/11/2023 12:00:00 AM,0.119753329566,264.364870988629
2872,SYR3802,Winton St,Hawley,Craton,400,6,27,7,Good,19,7/11/2023 12:00:00 AM,0.0800293524748,176.675031060623
2873,SYR3803,Winton St,Craton,Robinson,500,6,27,8,Good,19,7/11/2023 12:00:00 AM,0.0962340459959,212.453899662403
2874,SYR3804,Winton St,Robinson,Herbst,600,6,32,6,Fair,19,7/25/2023 12:00:00 AM,0.0619054427851,136.669741224642
2875,SYR3805,Winton St,Herbst,Schuler,700,4,32,6,Fair,19,7/25/2023 12:00:00 AM,0.0629590590249,138.997524608333
2876,SYR3806,Winton St,Schuler,Boyden,800,6,32,7,Good,19,7/11/2023 12:00:00 AM,0.0661647683747,146.005279617873
2877,SYR3807,Wolcott Ave,Bellvue,Vieau,100,11,27,7,Good,19,7/26/2023 12:00:00 AM,0.128913591162,284.478000616896
2878,SYR3808,Wolcott Ave,Vieau,Stolp,200,11,27,7,Good,19,7/26/2023 12:00:00 AM,0.0615227122889,135.760586258725
2879,SYR3809,Wolcott Ave,Stolp,Hensberry,300,11,27,9,Excellent,19,7/26/2023 12:00:00 AM,0.0563223994904,124.283885228177
2880,SYR381,Broad St,Roosevelt,Meadowbrook,700,19,36,6,Fair,17,8/2/2023 12:00:00 AM,0.060012127182,131.957777251752
2881,SYR3810,Wolcott Ave,Hensberry,Atkinson,400,11,27,9,Excellent,19,7/26/2023 12:00:00 AM,0.0547851732591,120.890365756231
2882,SYR3811,Wolcott Ave,Atkinson,Fairdale,500,11,27,9,Excellent,19,7/26/2023 12:00:00 AM,0.0522288444275,115.248092107829
2883,SYR3812,Wolcott Ave,Fairdale,Wolcott Terr,600,11,27,9,Excellent,19,7/26/2023 12:00:00 AM,0.0857286947757,189.16366561188
2884,SYR3813,Wolcott Ave,Wolcott Terr,Glenwood,700,11,27,9,Excellent,19,7/26/2023 12:00:00 AM,0.088706301197,195.730990857806
2885,SYR3814,Wolcott Terr.,Wolcott Ave.,Fairdale,100,11,0,10,Excellent,19,7/26/2023 12:00:00 AM,0.151104726601,332.855560134848
2886,SYR3815,Wolf St.,Lodi,N. Salina,100,2,42,8,Good,19,7/7/2023 12:00:00 AM,0.0898849776758,198.311586466622
2887,SYR3816,Wolf St.,N. Salina,Park,200,1,42,9,Excellent,16,7/7/2023 12:00:00 AM,0.0903058395791,199.242667088237
2888,SYR3817,Wolf St.,Park,Carbon,300,1,42,9,Excellent,16,7/5/2023 12:00:00 AM,0.0920640610554,203.127185972047
2889,SYR3818,Wolf St.,Carbon,Spring,400,1,42,5,Poor,16,7/5/2023 12:00:00 AM,0.091069645559,200.936731176306
2890,SYR3819,Wolf St.,Spring,First North,500,1,42,4,Poor,16,7/5/2023 12:00:00 AM,0.0926983750839,204.534495149027
2891,SYR382,Broad St,Meadowbrook,Fellows,800,19,36,7,Good,17,8/2/2023 12:00:00 AM,0.0644233737153,141.657621729393
2892,SYR3820,Wolf St.,First North,Second North,600,1,42,5,Poor,16,7/5/2023 12:00:00 AM,0.0949164761485,209.431525756982
2893,SYR3821,Wolf St.,Second North,Grant Blvd.,700,1,42,5,Poor,16,7/5/2023 12:00:00 AM,0.0947935310612,209.165889947343
2894,SYR3822,Wolf St.,Grant Blvd.,Fourth North,800,1,42,5,Poor,16,7/20/2023 12:00:00 AM,0.0945990157045,208.73928805516
2895,SYR3823,Wolf St.,Fourth North,Willumae,900,1,42,4,Poor,16,7/18/2023 12:00:00 AM,0.094804980999,209.198214421421
2896,SYR3824,Wolf St.,Willumae,Sixth North,1000,1,42,4,Poor,16,7/18/2023 12:00:00 AM,0.0953893356124,210.450469225133
2897,SYR3825,Wolf St.,Sixth North,Seventh North,1100,1,42,4,Poor,16,7/18/2023 12:00:00 AM,0.10086152356,222.514378198638
2898,SYR3826,Wood Ave,S. Salina,Mark Ave.,100,19,25,7,Good,19,8/2/2023 12:00:00 AM,0.218166691454,479.805274972786
2899,SYR3827,Woodbine Ave,James,Northcliffe,100,5,27,8,Good,19,5/31/2023 12:00:00 AM,0.171763857753,379.258772926922
2900,SYR3828,Woodbine Ave,Northcliffe,Glencove,200,5,27,9,Excellent,19,5/31/2023 12:00:00 AM,0.157013536799,346.675664246795
2901,SYR3829,Woodbine Ave,Glencove,Sunnycrest,300,5,27,9,Excellent,19,5/31/2023 12:00:00 AM,0.155650706951,343.653877418599
2902,SYR383,Broad St,Fellows,Westmoreland,900,19,36,6,Fair,17,8/2/2023 12:00:00 AM,0.0610648472823,134.272937575953
2903,SYR3830,Woodbine Ave,Sunnycrest,Caleb,400,5,27,9,Excellent,19,5/31/2023 12:00:00 AM,0.186347535699,411.41284169779
2904,SYR3831,Woodbine Ave,Caleb,Burnet,500,5,29,9,Excellent,19,5/31/2023 12:00:00 AM,0.105951600161,233.906481289896
2905,SYR3832,Woodland Ave,S. State,Garfield,100,18,24,9,Excellent,19,8/14/2023 12:00:00 AM,0.0768836026568,169.05417197314
2906,SYR3834,Woodlawn Terr,Shoeck,Grant Blvd.,100,4,26,6,Fair,19,7/5/2023 12:00:00 AM,0.0878350162395,193.956366836877
2907,SYR3835,Woodruff Ave,Elsner,Scoville,100,4,27,4,Poor,19,7/5/2023 12:00:00 AM,0.0616878501617,136.211724202625
2908,SYR3836,Woodruff Ave,Scoville,Mertens,200,4,27,4,Poor,19,7/5/2023 12:00:00 AM,0.120589295555,266.275722057649
2909,SYR3837,Woodruff Ave,Mertens,Grant Blvd.,300,4,27,4,Poor,19,7/5/2023 12:00:00 AM,0.0886410202486,195.735203790985
2910,SYR3838,Woodruff Ave,Grant Blvd.,Listman,400,3,27,8,Good,19,7/18/2023 12:00:00 AM,0.159742239409,352.748327600204
2911,SYR3839,Woodside Dr.,Bradford Pkwy,Brookford Rd,100,17,31,6,Fair,19,8/1/2023 12:00:00 AM,0.219812762493,483.667559154896
2912,SYR384,Broad St,Westmoreland,Cumberland,1000,19,36,7,Good,17,8/14/2023 12:00:00 AM,0.0357336657356,78.5733162354731
2913,SYR3840,Worden Ave,Grant Blvd.,Pershing,100,3,27,5,Poor,19,7/18/2023 12:00:00 AM,0.131772956339,290.983628225672
2914,SYR3841,Wyoming St,W. Fayette,Marcellus,100,8,25,9,Excellent,19,8/21/2023 12:00:00 AM,0.0683072358531,150.721956847518
2915,SYR3842,Wyoming St,Marcellus,Otisco,200,8,25,9,Excellent,19,8/23/2023 12:00:00 AM,0.0688158940632,151.848274147124
2916,SYR3843,Wyoming St,Otisco,Tully,300,8,25,9,Excellent,19,8/21/2023 12:00:00 AM,0.0690456949374,152.3486875463
2917,SYR3844,Wyoming St,Tully,Fabius,400,8,25,9,Excellent,19,8/23/2023 12:00:00 AM,0.0654437275469,144.401455293196
2918,SYR3845,Wyoming St,Fabius,Gifford,500,8,25,9,Excellent,19,8/21/2023 12:00:00 AM,0.0780685838353,172.277661169549
2919,SYR3846,Westmoreland Ave,Lewiston,Colvin,1500,19,26,6,Fair,19,8/2/2023 12:00:00 AM,0.125601564214,277.13417416845
2920,SYR3847,Westmoreland Ave,Colvin,dead end,1600,19,26,6,Fair,19,8/2/2023 12:00:00 AM,0.0901175719568,198.834073981473
2921,SYR3848,Willumae Dr,LeMoyne,Wolf,400,1,32,6,Fair,19,7/18/2023 12:00:00 AM,0.0910940286907,200.615596904483
2922,SYR3849,Englewood Ave,Mains,Ames,300,13,27,5,Poor,19,8/22/2023 12:00:00 AM,0.0628171030132,138.12717408664
2923,SYR385,Broad St.,Cumberland,Nottingham,1100,19,36,7,Good,17,8/2/2023 12:00:00 AM,0.0566402925857,124.543735682565
2924,SYR3852,Glen Ave W,Ferndale,Midland,200,14,24,7,Good,19,8/21/2023 12:00:00 AM,0.0618725073099,135.992531849642
2925,SYR3853,Lime St.,Polk,Northway,200,17,27,7,Good,19,7/28/2023 12:00:00 AM,0.0587335422673,129.655212054191
2926,SYR3854,Lime St.,Northway,Hazelwood,300,17,27,7,Good,19,7/28/2023 12:00:00 AM,0.0584327155643,128.989777751119
2927,SYR3855,Lime St.,Hazelwood,Mountainview,400,17,27,7,Good,19,7/28/2023 12:00:00 AM,0.0582526639181,128.591192447806
2928,SYR3856,Tex Simone Dr.,Hiawatha,P&C Pkwy,100,1,0,9,Excellent,19,7/14/2023 12:00:00 AM,0.136369049489,300.660628293873
2929,SYR3857,Tex Simone Dr.,P&C Pkwy,cul-de-sac,200,1,0,9,Excellent,19,7/14/2023 12:00:00 AM,0.168646684205,371.70427591536
2930,SYR3858,Alliance Bank Pkwy,Park St.,Farmers' Mkt Pl,100,1,52,5,Poor,19,7/14/2023 12:00:00 AM,0.285814127842,629.501062569783
2931,SYR386,Broad St.,Nottingham,Crawford,1300,17,31,6,Fair,19,8/2/2023 12:00:00 AM,0.053111640725,116.88424891317
2932,SYR3860,Alliance Bank Pkwy,Tex Simone Dr.,Farmers' Mkt Pl,300,1,0,5,Poor,19,7/14/2023 12:00:00 AM,0.0808576152858,178.271190376066
2933,SYR387,Broad St.,Crawford,Somerset,1400,17,31,6,Fair,19,8/2/2023 12:00:00 AM,0.062925245898,138.377570901666
2934,SYR388,Broad St.,Somerset,Croyden,1500,17,31,6,Fair,19,8/2/2023 12:00:00 AM,0.0587887192784,129.296405645947
2935,SYR389,Broadview Dr,City Line,Highridge,100,11,24,10,Excellent,19,8/22/2023 12:00:00 AM,0.0842656296413,185.929317981885
2936,SYR39,Alanson Rd.,Twin Hills,Stinard,200,12,24,6,Fair,19,7/26/2023 12:00:00 AM,0.0759059461929,167.225094673498
2937,SYR390,Broadview Dr,Highridge,Winkworth,200,11,24,10,Excellent,19,8/22/2023 12:00:00 AM,0.0928869918762,204.868267112189
2938,SYR391,Broadview Dr,Winkworth,City Line,300,11,24,10,Excellent,19,8/22/2023 12:00:00 AM,0.131034464,288.801496706758
2939,SYR392,Bronson St,Warrington,Rosemont,100,14,27,7,Good,19,8/21/2023 12:00:00 AM,0.0678025856116,149.532016475678
2940,SYR393,Bronx Ave,Wainwright,dead end,100,3,23,6,Fair,19,7/18/2023 12:00:00 AM,0.060300111965,132.683526947635
2941,SYR394,Brookford Rd,E. Genesee,Meadowbrook,100,17,34,5,Poor,19,8/1/2023 12:00:00 AM,0.0991409308405,218.771582179231
2942,SYR395,Brookford Rd.,Meadowbrook,Hatherly,200,17,34,6,Fair,19,8/1/2023 12:00:00 AM,0.168141094735,370.734661195742
2943,SYR396,Brookford Rd.,Hatherly,Harrington,300,17,34,6,Fair,19,8/1/2023 12:00:00 AM,0.0784924868726,172.866291805253
2944,SYR397,Brookford Rd.,Harrington,Euclid,300,17,34,6,Fair,19,8/1/2023 12:00:00 AM,0.0861094773675,189.732300316016
2945,SYR398,Brookford Rd.,Euclid,Woodside,400,17,34,7,Good,19,8/1/2023 12:00:00 AM,0.353557528734,778.901476352708
2946,SYR399,Brooklea Dr,Valley Dr.,Academy Pl.,100,13,30,7,Good,19,8/21/2023 12:00:00 AM,0.0598499006,131.521959990962
2947,SYR4,Aberdeen Terr.,Caleb,Glencove,200,5,24,8,Good,19,6/27/2023 12:00:00 AM,0.130602179101,288.354471055502
2948,SYR40,Albert Rd,Salt Springs,Phillips Rd.,100,17,27,6,Fair,19,7/28/2023 12:00:00 AM,0.0601427476087,132.754062978204
2949,SYR400,Brooklea Dr,Academy Pl.,Brooklea  Pl.,200,13,30,7,Good,19,8/21/2023 12:00:00 AM,0.0924764110304,203.246195258215
2950,SYR402,Brooklea Pl,Chaffee,Stacy Pl.,100,13,26,7,Good,19,8/21/2023 12:00:00 AM,0.190164115931,419.321478332607
2951,SYR403,Brooklea Pl,Stacy Pl.,Brooklea  Dr.,200,13,26,7,Good,19,8/21/2023 12:00:00 AM,0.0904693475923,199.514975538477
2952,SYR406,Bruce St,Erie Blvd.,Dakin,100,17,26,7,Good,19,7/28/2023 12:00:00 AM,0.0939816005445,207.355082244424
2953,SYR407,Bruce St,Dakin,Fayette,200,17,26,7,Good,19,7/28/2023 12:00:00 AM,0.162021548295,357.627535418071
2954,SYR408,Bruce St,Fayette,Salt Springs Rd.,300,17,26,7,Good,19,7/28/2023 12:00:00 AM,0.225232325958,497.151068944205
2955,SYR409,Bryant Ave.,Wilbur,Lowell,100,8,24,6,Fair,19,7/12/2023 12:00:00 AM,0.104926884345,230.951725371931
2956,SYR41,Albert Rd.,Phillips Rd.,Demong Dr.,200,17,27,6,Fair,19,7/28/2023 12:00:00 AM,0.0940626441114,207.622600879679
2957,SYR410,Bryant Ave.,Lowell,Burnet Pk. Dr.,200300,8,24,7,Good,19,7/12/2023 12:00:00 AM,0.284979717552,627.242755511171
2958,SYR411,Bryant Ave.,Burnet Pk. Dr.,Avery,400,8,24,7,Good,19,7/12/2023 12:00:00 AM,0.223894797802,492.771670602879
2959,SYR412,Buckingham Ave,Lancaster,Kensington,100,16,30,5,Poor,19,8/2/2023 12:00:00 AM,0.189212732646,417.012305995734
2960,SYR413,Buckingham Ave,Kensington,Broad,200,16,30,4,Poor,19,8/2/2023 12:00:00 AM,0.133205488535,293.947216015441
2961,SYR414,Buckingham Ave,Broad,Andover,300,19,30,5,Poor,19,8/2/2023 12:00:00 AM,0.169688571288,374.433177463443
2962,SYR415,Buckingham Ave,Andover,Meadowbrook,400,19,30,6,Fair,19,8/2/2023 12:00:00 AM,0.196436951897,433.449939696932
2963,SYR416,Buckingham Ave,Meadowbrook,Colvin,500,19,30,6,Fair,17,8/2/2023 12:00:00 AM,0.189978653649,419.178041018194
2964,SYR417,Bungalow Ter,Bellevue,Vieau Dr.,100,11,25,7,Good,19,7/26/2023 12:00:00 AM,0.12387814342,273.365684107684
2965,SYR419,Burdick Ave,Court,Turtle,100,1,23,8,Good,19,7/20/2023 12:00:00 AM,0.136905575976,301.656185244376
2966,SYR42,Albert Rd.,E. Genesee,dead end,300,17,29,6,Fair,19,8/1/2023 12:00:00 AM,0.151434103428,334.222285756954
2967,SYR420,Burdick Ave,Turtle,Arnts Pl.,200,1,23,7,Good,19,7/20/2023 12:00:00 AM,0.0550145067906,121.152885565894
